id,document,component_name,schema_name
BillCostAllocation_AmountinLocalCurrency1_157,"Schema Name: BillCostAllocation
        Component Name: AmountinLocalCurrency1
        Component Type: MATH
        Business Purpose: This row defines a component in the BillCostAllocation schema that calculates the amount in local currency based on the bill amount and cost allocation percentage.
        Technical Logic: The component_expr 'BillAmountinLocalCurrency * CostAllocationParameterPerc' is evaluated to calculate the amount in local currency, where BillAmountinLocalCurrency is the bill amount and CostAllocationParameterPerc is the cost allocation percentage.",AmountinLocalCurrency1,BillCostAllocation
BillCostAllocation_AmountinLocalCurrency2_158,"Schema Name: BillCostAllocation
        Component Name: AmountinLocalCurrency2
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row represents a component in the BillCostAllocation model that calculates the total cost in local currency.
        Technical Logic: The component uses the SUMFROMSCHEMA type to aggregate data from another schema, specifically COST values, and applies a criteria count of 1, with the component expression containing a JSON object that references 'CostAllocationMethod' and 'LOB'.",AmountinLocalCurrency2,BillCostAllocation
BillCostAllocation_AmountinLocalCurrency_159,"Schema Name: BillCostAllocation
        Component Name: AmountinLocalCurrency
        Component Type: MATH
        Business Purpose: This row defines a component in the BillCostAllocation schema that calculates the total amount in local currency by summing the values of AmountinLocalCurrency1 and AmountinLocalCurrency2.
        Technical Logic: The component_expr 'AmountinLocalCurrency1+AmountinLocalCurrency2' is evaluated as a mathematical expression, where AmountinLocalCurrency1 and AmountinLocalCurrency2 are likely other components in the schema, and the result is stored in the AmountinLocalCurrency component.",AmountinLocalCurrency,BillCostAllocation
AmortizeBill_I_SignWAccBaseValue_160,"Schema Name: AmortizeBill_I
        Component Name: SignWAccBaseValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row calculates the base value of the sign of the working account for a bill item, summing up the cost from the AmortizeBill_I schema.
        Technical Logic: The component_expr is a JSON object that defines the fields to be used in the calculation, and the component_type_value 'COST' specifies that the sum should be calculated based on the cost field. The component_type 'SUMFROMSCHEMA' indicates that the sum should be calculated from the AmortizeBill_I schema.",SignWAccBaseValue,AmortizeBill_I
AmortizeBill_I_ExpValue_TDS_161,"Schema Name: AmortizeBill_I
        Component Name: ExpValue_TDS
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row calculates the total cost of items in the AmortizeBill_I schema, specifically for the ExpValue_TDS component, which is part of the ExpAccBill_I_TDS model. It sums up the costs from the schema based on certain criteria.
        Technical Logic: The component_expr field uses a JSON object to specify the fields to be used for the calculation, which are Documentnumber, Itemid, and Linkref. The component_type is set to SUMFROMSCHEMA, indicating that it will sum up values from the schema based on the specified criteria.",ExpValue_TDS,AmortizeBill_I
AmortizeBill_I_ExpValue_GST_162,"Schema Name: AmortizeBill_I
        Component Name: ExpValue_GST
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row calculates the total cost of items in the AmortizeBill_I schema, specifically for the ExpValue_GST component, which is part of the ExpAccBill_I_GST model. It sums up the cost of items based on certain criteria.
        Technical Logic: The component_expr field uses a JSON object to specify the fields to be used in the calculation, which are Documentnumber, Itemid, and Linkref. The component_type is set to SUMFROMSCHEMA, indicating that the component will sum up values from the schema. The component_type_value is set to COST, specifying that the values to be summed up are costs.",ExpValue_GST,AmortizeBill_I
AmortizeBill_I_ExchangeRate_163,"Schema Name: AmortizeBill_I
        Component Name: ExchangeRate
        Component Type: FETCHFROMSCHEMA
        Business Purpose: This row fetches the exchange rate for a bill item from the 'COST' schema, using the document number as a reference.
        Technical Logic: The FETCHFROMSCHEMA component type retrieves data from another schema, in this case 'COST', based on the component expression '{""documentnumber"":""documentnumber""}', which is likely a placeholder for the actual document number. The result is then used in the AmortizeBill_I model.",ExchangeRate,AmortizeBill_I
AmortizeBill_I_AddlCharge_164,"Schema Name: AmortizeBill_I
        Component Name: AddlCharge
        Component Type: MATH
        Business Purpose: This row represents a component in the 'AmortizeBill_I' schema that calculates an additional charge based on the exchange rate, used in a mathematical model.
        Technical Logic: The 'AddlCharge' component multiplies the 'AddlCharge' value by the 'ExchangeRate' value to produce the final result, with a criteria count of 1 indicating a single condition applied.",AddlCharge,AmortizeBill_I
AmortizeBill_I_BillBasevalue_165,"Schema Name: AmortizeBill_I
        Component Name: BillBasevalue
        Component Type: MATH
        Business Purpose: This row calculates the base value of a bill by adding additional charges to the signed and weighted accumulated value.
        Technical Logic: The component_expr 'SignWAccBaseValue+AddlCharge' is evaluated to determine the base value of a bill, where 'SignWAccBaseValue' represents the signed and weighted accumulated value and 'AddlCharge' represents additional charges.",BillBasevalue,AmortizeBill_I
AmortizeBill_I_Rate_166,"Schema Name: AmortizeBill_I
        Component Name: Rate
        Component Type: MATH
        Business Purpose: This row defines a component named 'Rate' in the 'AmortizeBill_I' schema, which is used to calculate the cost of an amortized bill.
        Technical Logic: The 'Rate' component is a mathematical function (component_type: MATH) with a value of 'COST' (component_type_value) that is directly referenced in the component expression, indicating a simple lookup operation.",Rate,AmortizeBill_I
AmortizeBill_I_DiscountAmt_167,"Schema Name: AmortizeBill_I
        Component Name: DiscountAmt
        Component Type: MATH
        Business Purpose: This row represents a component in the 'AmortizeBill_I' schema that calculates the discount amount for a bill, based on the cost.
        Technical Logic: The 'DiscountAmt' component uses a mathematical operation (component_type: MATH) with a value of 'COST' to calculate the discount amount from the 'Discount' expression.",DiscountAmt,AmortizeBill_I
AmortizeBill_I_TaxPercentage_168,"Schema Name: AmortizeBill_I
        Component Name: TaxPercentage
        Component Type: MATH
        Business Purpose: This row defines a component in the AmortizeBill_I schema that calculates the tax percentage based on the cost, which is used in the MATH model.
        Technical Logic: The TaxPercentage component is a mathematical calculation that retrieves its value from the 'TaxPercentage' expression, indicating it's a direct reference to a predefined value. It's used in the MATH model and has a single criteria.",TaxPercentage,AmortizeBill_I
AmortizeBill_I_Basevalue_169,"Schema Name: AmortizeBill_I
        Component Name: Basevalue
        Component Type: MATH
        Business Purpose: This row calculates the base value of a bill by adding the TDS and GST expenses.
        Technical Logic: The component_expr 'BillBasevalue + ExpValue_TDS + ExpValue_GST' is evaluated to determine the total bill value, where 'BillBasevalue' is the base value, 'ExpValue_TDS' is the TDS expense, and 'ExpValue_GST' is the GST expense.",Basevalue,AmortizeBill_I
AmortizeBill_I_TaxValue_170,"Schema Name: AmortizeBill_I
        Component Name: TaxValue
        Component Type: MATH
        Business Purpose: This row represents a component in the 'AmortizeBill_I' schema that calculates the tax value of a bill, using the 'MATH' model and 'COST' component type.
        Technical Logic: The 'TaxValue' component uses the 'MATH' model and 'COST' component type to calculate its value, with a single criteria and an expression that references itself.",TaxValue,AmortizeBill_I
AmortizeBill_I_DocumentValue_171,"Schema Name: AmortizeBill_I
        Component Name: DocumentValue
        Component Type: MATH
        Business Purpose: This row defines a component in the AmortizeBill_I schema that calculates the document value based on the cost, which is used in a mathematical model.
        Technical Logic: The DocumentValue component is a mathematical component that retrieves its value from the 'DocumentValue' expression, and it is used in a model with ID 'MATH'. The component type is 'MATH' and its value is 'COST', indicating that it is used to calculate the cost.",DocumentValue,AmortizeBill_I
PO&IPVsBill_POorIPQty_172,"Schema Name: PO&IPVsBill
        Component Name: POorIPQty
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row represents a component in the PO&IPVsBill schema that calculates the sum of the COST value from the PO&IP_Status model, linked to the document number and item ID.
        Technical Logic: The component_expr field uses a JSON object to link the document number and item ID from the current document to the PO&IP_Status model, and the component_type_value field specifies that the sum of the COST value should be calculated.",POorIPQty,PO&IPVsBill
PO&IPVsBill_BillQty_173,"Schema Name: PO&IPVsBill
        Component Name: BillQty
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a component named 'BillQty' in the 'PO&IPVsBill' schema, which calculates the total cost of items in the 'Bill_Item' model.
        Technical Logic: The component uses a SUMFROMSCHEMA operation to calculate the total cost, aggregating values from the 'COST' field in the schema, and applies criteria based on the specified document and item IDs.",BillQty,PO&IPVsBill
PO&IPVsBill_RefQty_174,"Schema Name: PO&IPVsBill
        Component Name: RefQty
        Component Type: ROWWISE-MINVALUE
        Business Purpose: This row defines a component named 'RefQty' in the 'PO&IPVsBill' schema, which calculates the minimum cost value for a row-wise comparison between 'POorIPQty' and 'BillQty'.
        Technical Logic: The component 'RefQty' uses a ROWWISE-MINVALUE component type to find the minimum cost value for each row, based on the comparison 'POorIPQty <> BillQty', and stores the result in a single row.",RefQty,PO&IPVsBill
PO&IPVsBill_DiffQty_175,"Schema Name: PO&IPVsBill
        Component Name: DiffQty
        Component Type: MATH
        Business Purpose: This row represents a calculation component in the PO&IPVsBill schema, specifically the DiffQty component, which calculates the difference between RefQty and BillQty, and is used as a criteria in the MATH model.
        Technical Logic: The DiffQty component is a mathematical calculation that subtracts BillQty from RefQty, and is used as a criteria in the MATH model with a count of 1, indicating it is a single criteria in the model's logic.",DiffQty,PO&IPVsBill
PO&IPVsBill_POorIPRate_176,"Schema Name: PO&IPVsBill
        Component Name: POorIPRate
        Component Type: SUMFROMSCHEMA
        Business Purpose: Unknown purpose
        Technical Logic: Unknown logic",POorIPRate,PO&IPVsBill
PO&IPVsBill_BillRate_177,"Schema Name: PO&IPVsBill
        Component Name: BillRate
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a component named 'BillRate' in the 'PO&IPVsBill' schema, which calculates the total cost of items in the 'Bill_Item' model.
        Technical Logic: The component uses the 'SUMFROMSCHEMA' type to sum the 'COST' value from the schema, filtered by the document number, item ID, and link reference, as specified in the component expression.",BillRate,PO&IPVsBill
PO&IPVsBill_RefRate_178,"Schema Name: PO&IPVsBill
        Component Name: RefRate
        Component Type: ROWWISE-MINVALUE
        Business Purpose: This row defines a component named 'RefRate' in the 'PO&IPVsBill' schema, which calculates the minimum cost value for the 'COST' component type, based on the condition that 'POorIPRate' is not equal to 'BillRate'.
        Technical Logic: The 'ROWWISE-MINVALUE' component type is used to find the minimum value of the 'COST' component type for each row, where the condition 'POorIPRate <> BillRate' is met.",RefRate,PO&IPVsBill
PO&IPVsBill_DiffRate_179,"Schema Name: PO&IPVsBill
        Component Name: DiffRate
        Component Type: MATH
        Business Purpose: This row represents a component in the PO&IPVsBill schema, specifically the DiffRate component, which calculates the difference between RefRate and BillRate, and is used as a criteria in the MATH model.
        Technical Logic: The DiffRate component is a mathematical operation that subtracts BillRate from RefRate, and is used as a criteria in the MATH model with a count of 1, indicating it is used once in the model's logic.",DiffRate,PO&IPVsBill
PO&IPVsBill_POorIPAddlCharge_180,"Schema Name: PO&IPVsBill
        Component Name: POorIPAddlCharge
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row represents a component in the PO&IPVsBill schema that calculates the sum of costs from a specific schema (PO&IP_Status) for each item, linked by document number.
        Technical Logic: The component_expr field uses a JSON object to link the document number from the current row to the ItemID in the PO&IP_Status schema, and then sums the COST value from that schema.",POorIPAddlCharge,PO&IPVsBill
PO&IPVsBill_BillAddlCharge_181,"Schema Name: PO&IPVsBill
        Component Name: BillAddlCharge
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a component named 'BillAddlCharge' in the 'PO&IPVsBill' schema, which calculates the sum of 'COST' from the 'Bill_Item' model based on certain criteria.
        Technical Logic: The component_expr field uses a JSON object to specify the fields to be used in the calculation, which are 'documentnumber', 'ItemID', and 'LinkRef'. The component_type is set to 'SUMFROMSCHEMA', indicating that the component will sum up values from the specified schema.",BillAddlCharge,PO&IPVsBill
PO&IPVsBill_RefAddlCharge_182,"Schema Name: PO&IPVsBill
        Component Name: RefAddlCharge
        Component Type: ROWWISE-MINVALUE
        Business Purpose: This row calculates the minimum value of 'COST' between 'POorIPAddlCharge' and 'BillAddlCharge' for each row in the 'PO&IPVsBill' schema, likely used to determine the additional charge with the lowest cost.
        Technical Logic: The 'ROWWISE-MINVALUE' component type is used to find the minimum value of 'COST' between two expressions 'POorIPAddlCharge' and 'BillAddlCharge' for each row, based on the condition 'POorIPAddlCharge <> BillAddlCharge'.",RefAddlCharge,PO&IPVsBill
PO&IPVsBill_DiffAddlCharge_183,"Schema Name: PO&IPVsBill
        Component Name: DiffAddlCharge
        Component Type: MATH
        Business Purpose: This row calculates the difference between the additional charge referenced in the model and the additional charge billed, and uses this value in the PO&IPVsBill model.
        Technical Logic: The component_expr 'RefAddlCharge - BillAddlCharge' is evaluated to determine the value of the DiffAddlCharge component in the PO&IPVsBill model, which is then used in the model with a criteria count of 1.",DiffAddlCharge,PO&IPVsBill
PO&IPVsBill_POorIPDiscountAmt_184,"Schema Name: PO&IPVsBill
        Component Name: POorIPDiscountAmt
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row calculates the total cost of items in the PO&IP Status model by summing the COST value from the PO&IPVsBill schema.
        Technical Logic: The component_expr uses a JSON object to link the document number and Item ID from the PO&IPVsBill schema to the PO&IP Status model, and then sums the COST value for each item.",POorIPDiscountAmt,PO&IPVsBill
PO&IPVsBill_BillDiscountAmt_185,"Schema Name: PO&IPVsBill
        Component Name: BillDiscountAmt
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a component named 'BillDiscountAmt' in the 'PO&IPVsBill' schema, which calculates the sum of 'COST' for each 'Bill_Item' model based on specific criteria.
        Technical Logic: The component_expr uses a JSON object to filter data by 'documentnumber', 'ItemID', and 'LinkRef' fields, and the SUMFROMSCHEMA component_type aggregates the 'COST' value for each matching record.",BillDiscountAmt,PO&IPVsBill
PO&IPVsBill_RefDiscountAmt_186,"Schema Name: PO&IPVsBill
        Component Name: RefDiscountAmt
        Component Type: ROWWISE-MINVALUE
        Business Purpose: This row calculates the minimum value of 'COST' for the 'RefDiscountAmt' component in the 'PO&IPVsBill' schema, based on the condition that 'POorIPDiscountAmt' is not equal to 'BillDiscountAmt'.
        Technical Logic: The 'ROWWISE-MINVALUE' component type is used to find the minimum value of 'COST' for each row, where the condition 'POorIPDiscountAmt <> BillDiscountAmt' is met.",RefDiscountAmt,PO&IPVsBill
PO&IPVsBill_DiffDiscountAmt_187,"Schema Name: PO&IPVsBill
        Component Name: DiffDiscountAmt
        Component Type: MATH
        Business Purpose: This row calculates the difference between the reference discount amount and the bill discount amount to determine the discount amount for a PO&IPVsBill.
        Technical Logic: The component_expr 'RefDiscountAmt - BillDiscountAmt' is evaluated to calculate the DiffDiscountAmt, which is a mathematical operation that subtracts the BillDiscountAmt from the RefDiscountAmt.",DiffDiscountAmt,PO&IPVsBill
PO&IPVsBill_POorIPTaxPercentage_188,"Schema Name: PO&IPVsBill
        Component Name: POorIPTaxPercentage
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row calculates the total cost of items in the PO&IP Status model by summing up the COST value from the PO&IPVsBill schema based on the document number and item ID.
        Technical Logic: The component_expr uses a JSON object to link the document number and item ID from the PO&IP Status model to the PO&IPVsBill schema, and then sums up the COST value for each matching record.",POorIPTaxPercentage,PO&IPVsBill
PO&IPVsBill_BillTaxPercentage_189,"Schema Name: PO&IPVsBill
        Component Name: BillTaxPercentage
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a component named 'BillTaxPercentage' in the 'PO&IPVsBill' schema, which calculates the sum of 'COST' for 'Bill_Item' model based on certain criteria.
        Technical Logic: The component_expr uses a JSON object to specify the fields 'documentnumber', 'ItemID', and 'LinkRef' to be used in the calculation, which is then aggregated using the 'SUMFROMSCHEMA' component type.",BillTaxPercentage,PO&IPVsBill
PO&IPVsBill_RefTaxPercentage_190,"Schema Name: PO&IPVsBill
        Component Name: RefTaxPercentage
        Component Type: ROWWISE-MINVALUE
        Business Purpose: This row calculates the minimum tax percentage by comparing the tax percentages from 'POorIPTaxPercentage' and 'BillTaxPercentage' and returns the lower value.
        Technical Logic: The ROWWISE-MINVALUE component type is used to find the minimum value of 'COST' based on the expression 'POorIPTaxPercentage <> BillTaxPercentage', which is evaluated for each row, resulting in a single minimum value.",RefTaxPercentage,PO&IPVsBill
PO&IPVsBill_DiffTaxPercentage_191,"Schema Name: PO&IPVsBill
        Component Name: DiffTaxPercentage
        Component Type: MATH
        Business Purpose: This row represents a component in the PO&IPVsBill schema that calculates the difference in tax percentages between RefTaxPercentage and BillTaxPercentage.
        Technical Logic: The component DiffTaxPercentage is a mathematical operation that subtracts BillTaxPercentage from RefTaxPercentage, resulting in a single value that represents the difference in tax percentages. This operation is likely used in a calculation or formula within the PO&IPVsBill model.",DiffTaxPercentage,PO&IPVsBill
PO&IPVsBill_POorIPBaseValue_192,"Schema Name: PO&IPVsBill
        Component Name: POorIPBaseValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row represents a component in the PO&IPVsBill schema that calculates the sum of the COST value from the PO&IP_Status model, linked by document number and Item ID.
        Technical Logic: The component_expr field uses a JSON object to link the document number and Item ID from the current document to the PO&IP_Status model, and the component_type field specifies that the component should sum the COST value from the linked model.",POorIPBaseValue,PO&IPVsBill
PO&IPVsBill_BillBasevalue_193,"Schema Name: PO&IPVsBill
        Component Name: BillBasevalue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a component in the 'PO&IPVsBill' schema that calculates the total cost of items in the 'Bill_Item' model by summing the 'COST' value from the schema.
        Technical Logic: The component uses a SUMFROMSCHEMA operation to aggregate the 'COST' value from the schema, with criteria count set to 1, and the component expression is a JSON object that maps document fields to their respective keys.",BillBasevalue,PO&IPVsBill
PO&IPVsBill_RefBasevalue_194,"Schema Name: PO&IPVsBill
        Component Name: RefBasevalue
        Component Type: ROWWISE-MINVALUE
        Business Purpose: This row identifies the minimum cost value between 'POorIPBaseValue' and 'BillBasevalue' for use in the 'PO&IPVsBill' schema.
        Technical Logic: The ROWWISE-MINVALUE component type is used to find the minimum value between two expressions ('POorIPBaseValue' and 'BillBasevalue') based on the 'COST' criteria, resulting in a single value for use in the model.",RefBasevalue,PO&IPVsBill
PO&IPVsBill_DiffBasevalue_195,"Schema Name: PO&IPVsBill
        Component Name: DiffBasevalue
        Component Type: MATH
        Business Purpose: This row calculates the difference between the base value of a reference and a bill, and stores it as a component in the PO&IPVsBill schema.
        Technical Logic: The component 'DiffBasevalue' is a mathematical calculation that subtracts the 'BillBasevalue' from the 'RefBasevalue' and stores the result in the PO&IPVsBill schema, using a model ID of 'MATH' and a component type of 'COST'.",DiffBasevalue,PO&IPVsBill
PO&IPVsBill_POorIPTaxValue_196,"Schema Name: PO&IPVsBill
        Component Name: POorIPTaxValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row calculates the total cost of items in the PO&IP Status model by summing the cost from the PO&IPVsBill schema.
        Technical Logic: The component_expr uses a JSON object to link the document number and item ID from the PO&IPVsBill schema to the PO&IP Status model, and then sums the COST value for each item.",POorIPTaxValue,PO&IPVsBill
PO&IPVsBill_BillTaxValue_197,"Schema Name: PO&IPVsBill
        Component Name: BillTaxValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a component named 'BillTaxValue' in the 'PO&IPVsBill' schema, which calculates the total cost of items in the 'Bill_Item' model.
        Technical Logic: The component uses the 'SUMFROMSCHEMA' type to sum the 'COST' value from the schema, filtered by the document number, item ID, and link reference, as specified in the component expression.",BillTaxValue,PO&IPVsBill
PO&IPVsBill_RefTaxValue_198,"Schema Name: PO&IPVsBill
        Component Name: RefTaxValue
        Component Type: ROWWISE-MINVALUE
        Business Purpose: This row calculates the minimum cost value for the RefTaxValue component in the PO&IPVsBill schema, based on the comparison between POorIPTaxValue and BillTaxValue.
        Technical Logic: The ROWWISE-MINVALUE component type with a value of 'COST' applies a minimum value calculation to the RefTaxValue component, using the expression POorIPTaxValue <> BillTaxValue as the criteria, resulting in a single criteria count of 1.",RefTaxValue,PO&IPVsBill
PO&IPVsBill_DiffTaxValue_199,"Schema Name: PO&IPVsBill
        Component Name: DiffTaxValue
        Component Type: MATH
        Business Purpose: This row calculates the difference between RefTaxValue and BillTaxValue to determine the DiffTaxValue in the PO&IPVsBill schema.
        Technical Logic: The component_expr 'RefTaxValue - BillTaxValue' is evaluated to compute the DiffTaxValue, which is a mathematical operation based on the MATH component type and COST component type value.",DiffTaxValue,PO&IPVsBill
PO&IPVsBill_POorIPDocumentValue_200,"Schema Name: PO&IPVsBill
        Component Name: POorIPDocumentValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row represents a component in the PO&IPVsBill schema that calculates the total cost of a document, linking it to the ItemID.
        Technical Logic: The component_expr uses a JSON object to link the document number to the LinkRef field and the ItemID to the ItemID field, then the SUMFROMSCHEMA component_type aggregates the COST value from the PO&IP_Status model.",POorIPDocumentValue,PO&IPVsBill
PO&IPVsBill_BillDocumentValue_201,"Schema Name: PO&IPVsBill
        Component Name: BillDocumentValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a component in the 'PO&IPVsBill' schema that calculates the total cost of a bill item, based on the 'COST' field from another schema, and uses the document number, item ID, and link reference as criteria.
        Technical Logic: The component uses a SUMFROMSCHEMA operation to aggregate the 'COST' field from another schema, and applies criteria based on the document number, item ID, and link reference, which are extracted from the component expression using JSON parsing.",BillDocumentValue,PO&IPVsBill
PO&IPVsBill_RefDocumentValue_202,"Schema Name: PO&IPVsBill
        Component Name: RefDocumentValue
        Component Type: ROWWISE-MINVALUE
        Business Purpose: This row identifies the minimum cost value between 'PO or IP Document Value' and 'Bill Document Value' for the 'MATH' model in the 'PO&IPVsBill' schema.
        Technical Logic: The ROWWISE-MINVALUE component with value 'COST' applies a logical operation to find the minimum cost between two document values, based on the expression 'POorIPDocumentValue <> BillDocumentValue', resulting in a single criteria count of 1.",RefDocumentValue,PO&IPVsBill
PO&IPVsBill_DiffDocumentValue_203,"Schema Name: PO&IPVsBill
        Component Name: DiffDocumentValue
        Component Type: MATH
        Business Purpose: This row represents a component in the PO&IPVsBill schema that calculates the difference between RefDocumentValue and BillDocumentValue, and is used as a criteria in a mathematical model.
        Technical Logic: The component_expr 'RefDocumentValue - BillDocumentValue' is evaluated to calculate the difference between two document values, and the result is used as a criteria in a mathematical model with a count of 1.",DiffDocumentValue,PO&IPVsBill
PO&IPVsBill_POorIP_204,"Schema Name: PO&IPVsBill
        Component Name: POorIP
        Component Type: MATH
        Business Purpose: This row represents a calculation component in the PO&IPVsBill schema, specifically the POorIP component, which calculates the total cost of a purchase order or invoice.
        Technical Logic: The component_expr field contains a mathematical expression that sums up various cost-related fields (POorIPQty, POorIPRate, POorIPAddlCharge, POorIPDiscountAmt, POorIPTaxPercentage, POorIPBaseValue, POorIPTaxValue, POorIPDocumentValue) to calculate the total cost of the POorIP component.",POorIP,PO&IPVsBill
PO&IPVsBill_Bill_205,"Schema Name: PO&IPVsBill
        Component Name: Bill
        Component Type: MATH
        Business Purpose: This row represents a bill component in the PO&IPVsBill schema, used to calculate the total cost of a bill.
        Technical Logic: The component_expr 'BillQty + BillRate + BillAddlCharge + BillDiscountAmt + BillTaxPercentage + BillBaseValue + BillTaxValue + BillDocumentValue' is evaluated to calculate the total cost, which is then used in the model with ID 'MATH' for 1 criteria.",Bill,PO&IPVsBill
PO&IPVsBill_Reference_206,"Schema Name: PO&IPVsBill
        Component Name: Reference
        Component Type: MATH
        Business Purpose: This row represents a reference component in the PO&IPVsBill schema, used to calculate the total cost of an item based on various factors such as quantity, rate, additional charges, discounts, tax percentages, base value, and tax value.
        Technical Logic: The component_expr 'RefQty + RefRate + RefAddlCharge + RefDiscountAmt + RefTaxPercentage + RefBaseValue + RefTaxValue + RefDocumentValue' is evaluated to calculate the total cost, where each variable is likely a field in the database table, and the result is used in the PO&IPVsBill schema.",Reference,PO&IPVsBill
PO&IPVsBill_Different_207,"Schema Name: PO&IPVsBill
        Component Name: Different
        Component Type: MATH
        Business Purpose: This row represents a component in the 'PO&IPVsBill' schema that calculates the total cost of a bill by summing up different quantities, rates, charges, discounts, tax percentages, base values, and tax values.
        Technical Logic: The component_expr 'DiffQty + DiffRate + DiffAddlCharge + DiffDiscountAmt + DiffTaxPercentage + DiffBaseValue + DiffTaxValue + DiffDocumentValue' is a mathematical expression that sums up eight different values, which are likely calculated from other components or data sources, and returns the total cost.",Different,PO&IPVsBill
ErrorDetection_TotalBillBaseValue_208,"Schema Name: ErrorDetection
        Component Name: TotalBillBaseValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row calculates the total cost of an accounting journal entry by summing the 'COST' value from the 'ErrorDetection' schema.
        Technical Logic: The 'TotalBillBaseValue' component uses a SUMFROMSCHEMA operation to aggregate the 'COST' value from the 'ErrorDetection' schema, based on the document number, link reference, and account type criteria.",TotalBillBaseValue,ErrorDetection
ErrorDetection_TotalOrderBaseValue_209,"Schema Name: ErrorDetection
        Component Name: TotalOrderBaseValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: Unknown purpose
        Technical Logic: Unknown logic",TotalOrderBaseValue,ErrorDetection
ErrorDetection_TotalCostAllocation_210,"Schema Name: ErrorDetection
        Component Name: TotalCostAllocation
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row represents a component in the ErrorDetection schema that calculates the total cost allocation for the BillCostAllocation model by summing up the COST value from the schema.
        Technical Logic: The component_expr field contains a JSON object that defines the fields to be used in the calculation, which are then used to filter and aggregate data in the schema to produce the total cost allocation.",TotalCostAllocation,ErrorDetection
ErrorDetection_CostAllocationVariance_211,"Schema Name: ErrorDetection
        Component Name: CostAllocationVariance
        Component Type: MATH
        Business Purpose: This row represents a cost allocation variance component in the ErrorDetection schema, used to detect discrepancies in cost allocation.
        Technical Logic: The CostAllocationVariance component calculates the difference between TotalBillBaseValue and TotalCostAllocation, utilizing the MATH model and a criteria count of 1, to identify potential errors in cost allocation.",CostAllocationVariance,ErrorDetection
ErrorDetection_AJCrossFootErrorInd_212,"Schema Name: ErrorDetection
        Component Name: AJCrossFootErrorInd
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row represents a component in the ErrorDetection schema that calculates the total cost of AccountingJournal entries based on the document number and LinkRef.
        Technical Logic: The component_expr field contains a JSON object that defines the fields to be used in the calculation, which is then evaluated to determine the total cost.",AJCrossFootErrorInd,ErrorDetection
ErrorDetection_totalreversedcostallocation_213,"Schema Name: ErrorDetection
        Component Name: totalreversedcostallocation
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row represents a component in the ErrorDetection schema that calculates the total reversed cost allocation for the ProvisionReversalCostAllocation model, summing up the COST values from a schema.
        Technical Logic: The component_expr field contains a JSON object that defines the fields to be used in the calculation, specifically 'documentnumber' and 'LinkRef'. The component_type is set to SUMFROMSCHEMA, indicating that the component will sum up values from a schema based on the specified criteria.",totalreversedcostallocation,ErrorDetection
ErrorDetection_reversedajcrossfooterrorind_214,"Schema Name: ErrorDetection
        Component Name: reversedajcrossfooterrorind
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row represents a component in the ErrorDetection schema that calculates the total cost of a provision reversal accounting journal, based on the document number and LinkRef.
        Technical Logic: The component_expr field contains a JSON object that defines the fields to be used in the calculation, which is then used to sum the COST value from the schema, resulting in a criteria_count of 1.",reversedajcrossfooterrorind,ErrorDetection
BillHead_totalbasevalue_215,"Schema Name: BillHead
        Component Name: totalbasevalue
        Component Type: SUMFROMSCHEMA
        Business Purpose: Unknown purpose
        Technical Logic: Unknown logic",totalbasevalue,BillHead
BillHead_totalrate_216,"Schema Name: BillHead
        Component Name: totalrate
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row calculates the total cost of items in the 'Bill_Item' model by summing up the 'COST' field from the 'BillHead' schema.
        Technical Logic: The 'totalrate' component uses the 'SUMFROMSCHEMA' type to aggregate data from the 'BillHead' schema, specifically the 'COST' field, and stores the result in a single row with a criteria count of 1.",totalrate,BillHead
